Section,Subsection,Question,Answer,Answer Context,Handbook Reference,Figure Numbers,Figure Captions
ENT Emergencies,FB in the Pharynx or Oesophagus,I feel food stuck in my throat. Why does the doctor ask whether there was a bone in it?,"A bone makes the situation more urgent because sharp foreign bodies can perforate the throat or oesophagus. Food without bone may sometimes pass, but bone-containing boluses need prompt removal.","Adult oesophageal foreign-body presentations often involve food bolus obstruction. The presence of bone is a key risk factor because sharp or rigid material increases the chance of perforation. Symptoms such as dysphagia, odynophagia, drooling, immediate regurgitation, or delayed regurgitation help estimate obstruction level and urgency.",ENT Emergencies > FB in the pharynx or oesophagus > Adult food bolus,,
ENT Emergencies,Deep Neck Space Infections,Why is a dental infection in the jaw or floor of the mouth treated so seriously?,"Some dental infections can spread into deep neck spaces and threaten the airway. Symptoms such as swelling, difficulty opening the mouth, swallowing trouble, drooling, voice change, or noisy breathing need urgent assessment.","Deep neck space infections are usually bacterial and may originate from poor dental hygiene, particularly in Ludwig’s angina. Because infection can spread through fascial compartments, patients may develop pain, trismus, dysphagia, dysphonia, drooling, stridor, fever, and malaise. Airway compromise is a central danger.",ENT Emergencies > Deep neck space infections > Causes and presentation,[69],Figure 69: Ludwig’s Angina (courtesy of E-lfENT)
ENT Emergencies,Deep Neck Space Infections,Why would someone with a deep neck infection need a CT scan and surgery?,"CT with contrast helps show which neck spaces are infected. If there is an abscess, drainage may be needed, along with fluids, broad-spectrum antibiotics, and airway support if breathing is threatened.","Management of deep neck infection begins with an ABC approach because patients may be systemically unwell and the airway may be at risk. Contrast CT helps confirm the diagnosis and map involved compartments. Definitive treatment often requires surgical drainage, with microbiology from pus or blood cultures guiding targeted antibiotic therapy.",ENT Emergencies > Deep neck space infections > Management,"[69,70]",Figure 69: Ludwig’s Angina (courtesy of E-lfENT) || Figure 70: Right quinsy (courtesy of Elf-ENT).
ENT Emergencies,Deep Neck Space Infections,"What is quinsy, and why does it make the voice sound strange?","Quinsy is a peritonsillar abscess. It can cause severe throat pain, painful swallowing, difficulty opening the mouth, and a muffled “hot potato” voice.","Quinsy is a peritonsillar abscess, where pus collects around the tonsil. The swelling distorts the oropharyngeal space and can produce odynophagia, trismus, and a muffled voice. Treatment is usually per-oral aspiration or incision and drainage, often possible under local anaesthetic.",ENT Emergencies > Deep neck space infections > Quinsy,[70],Figure 70: Right quinsy (courtesy of Elf-ENT).
ENT Emergencies,Penetrating Neck Trauma,Someone has a knife wound to the neck but is awake and talking. Why is it still an emergency?,"The neck contains major blood vessels, the airway, the food pipe, nerves, and the spine. A patient can initially look stable but still have serious hidden injury, so urgent trauma assessment is required.","Penetrating neck trauma may result from knives, broken glass, or gunshot wounds. The injury site helps predict structures at risk, but clinical appearance alone may not exclude vascular, airway, tracheal, oesophageal, cervical spine, skull base, or cranial nerve injury. Initial management follows ATLS priorities.",ENT Emergencies > Penetrating neck trauma > Causes and presentation,"[71,72,73]",Figure 71: Knife laceration to neck (courtesy of Elf-ENT). || Figure 72: Zones of the Neck (courtesy of Elf-ENT). || Figure 73: Important landmarks in the neck (courtesy of Elf-ENT).
ENT Emergencies,Penetrating Neck Trauma,"Why does management of a neck stab wound start with airway, breathing, and circulation rather than just stitching the cut?",The immediate priority is to identify and control life-threatening airway or bleeding problems. The visible wound may be less important than injuries to deeper neck structures.,"Penetrating neck trauma is managed using the ATLS sequence: airway, breathing, circulation, disability, and exposure. The airway may need intubation or surgical access. In stable patients, imaging such as CT angiography and CT head and neck may assess vascular, intracranial, cervical spine, tracheal, or oesophageal injury before deciding on exploration or observation.",ENT Emergencies > Penetrating neck trauma > Management,"[71,72,73]",Figure 71: Knife laceration to neck (courtesy of Elf-ENT). || Figure 72: Zones of the Neck (courtesy of Elf-ENT). || Figure 73: Important landmarks in the neck (courtesy of Elf-ENT).
Medications in ENT,Antibiotics,Why did the doctor avoid amoxicillin when they mentioned possible glandular fever?,Amoxicillin is usually avoided when glandular fever is possible because it can trigger a widespread skin reaction. The clinician may choose another approach depending on the suspected cause of the sore throat.,"Sore throat treatment requires distinction between likely bacterial tonsillitis and viral illnesses such as glandular fever. Phenoxymethylpenicillin may be used for bacterial sore throat, whereas amoxicillin is avoided when glandular fever is possible because of the risk of systemic rash and severe skin reaction. Antibiotic choice therefore reflects both diagnosis and medication safety.",Medications in ENT > Antibiotics > Phenoxymethylpenicillin and Amoxicillin,,
Medications in ENT,Antibiotics,Why was I told that some ear drops may not be suitable if I have a hole in my eardrum or grommets?,"Some ear drops, especially aminoglycoside-containing drops, are used cautiously when the eardrum is perforated or grommets are present because of possible inner-ear toxicity. Safer alternatives may be considered by the clinician.","Topical ear antibiotics can deliver high local treatment concentration for external or middle-ear discharge, but tympanic membrane integrity matters. Aminoglycoside drops may be useful for otitis externa, including pseudomonal infection, yet require caution with perforation or grommets because of ototoxicity risk. Non-ototoxic quinolone drops are often preferred in ears with perforation or chronic suppurative otitis media.",Medications in ENT > Antibiotics > Aminoglycosides and Quinolones,,
Medications in ENT,Steroids,Why does my nasal steroid spray not work immediately?,"Nasal steroid sprays usually need regular use for a few weeks before their full effect is noticed. They reduce inflammation gradually, especially in allergic rhinitis and chronic rhinosinusitis.","Topical nasal steroids act on inflamed nasal and sinonasal mucosa rather than giving instant decongestion. They are commonly used for allergic rhinitis and chronic rhinosinusitis with or without polyps. A two-to-three-week lead-in period is expected, and lack of improvement after consistent use for about eight weeks may prompt reassessment or alternative therapy.",Medications in ENT > Steroids > Topical nasal steroids,,
Medications in ENT,Steroids,Why are steroid tablets or steroid injections used for some ENT problems but not casually?,"Steroids can be useful in selected ENT conditions, such as significant nasal polyps, Bell’s palsy, or sudden sensorineural hearing loss, but they must be used carefully because systemic steroids can have important side effects.","Steroids are used selectively when inflammation, nerve recovery, or inner-ear pathology is clinically relevant. Oral steroids may be used with topical nasal steroids for significant nasal polyposis, prescribed early in Bell’s palsy to improve facial nerve recovery, and considered in sudden sensorineural hearing loss. Intratympanic dexamethasone can deliver steroid locally to the ear while limiting systemic exposure.",Medications in ENT > Steroids > Oral steroids and intratympanic steroids,,
Medications in ENT,Antihistamines,Why do antihistamines help my sneezing and runny nose more than my blocked nose?,"Antihistamines are particularly useful for sneezing, watery discharge, and itchy eyes. Nasal obstruction is often better treated with intranasal steroids because blockage is more related to mucosal swelling.","Antihistamines counter histamine-mediated allergic symptoms and are useful when rhinitis is dominated by sneezing, rhinorrhoea, and eye itching. They may be used alone or alongside topical corticosteroids. Systemic antihistamines can cause sedation, dry mouth, blurred vision, urinary retention, and acute angle glaucoma, so symptom pattern and adverse-effect risk guide selection.",Medications in ENT > Antihistamines,,
Medications in ENT,Vestibular Sedatives and Meniere’s Disease,Why was I told not to keep taking vertigo tablets for too long?,"Some vestibular sedatives can help nausea and vertigo in the short term, but prolonged use may slow the brain’s natural compensation after an inner-ear balance problem. They are usually not intended for long-term unsupervised use.","Vestibular sedatives reduce nausea and vertigo symptoms but can interfere with central compensation, the adaptive process by which the brain recalibrates after vestibular disturbance. Prochlorperazine is commonly used for nausea and vertigo in labyrinthitis but should not usually continue beyond about two weeks. Cinnarizine is another option for nausea and vertigo. Meniere’s disease treatments may include betahistine or intratympanic dexamethasone or gentamicin, with gentamicin requiring caution because it is ototoxic.",Medications in ENT > Vestibular sedatives & Meniere’s disease,,
Practical Procedures in ENT,Nasal Cautery,Why would the doctor burn a tiny blood vessel inside my nose?,"The doctor may use silver nitrate cautery to seal a visible bleeding point, usually on the front part of the nasal septum. This is commonly done when the source of recurrent or active anterior nosebleeds can be clearly seen.","Anterior epistaxis commonly arises from prominent vessels over Little’s area on the anterior septum. Chemical cautery works by applying silver nitrate directly to the bleeding vessel after the nose has been decongested and anaesthetised. The vasoconstrictive effect reduces active bleeding, while cautery seals the local vascular point.",Practical Procedures in ENT > Nasal Cautery,"[74,75,76]",Figure 74: Prominent vessels over Little’s area on the right. || Figure 75: Silver nitrate sticks. || Figure 76: Cautery Applied in a ‘Rose Petal’ Pattern to to fully deal with the efferent and afferent tributary vessels.
Practical Procedures in ENT,Nasal Cautery,Why does the doctor spray or put medicine-soaked cotton in my nose before cautery?,"The spray or pledget usually numbs and decongests the nose. This improves comfort, reduces bleeding, and makes the bleeding point easier to see.","Local anaesthetic and vasoconstrictor preparation improves procedural tolerance and visualisation. Lignocaine reduces discomfort, while phenylephrine constricts nasal mucosal vessels. Better control of septal oozing allows more precise cautery of the visible anterior bleeding point rather than broader or repeated chemical application.",Practical Procedures in ENT > Nasal Cautery > Preparation,[75],Figure 75: Silver nitrate sticks.
Practical Procedures in ENT,Nasal Cautery,Why should both sides of the nasal septum not be cauterised directly opposite each other?,Cauterising matching areas on both sides can reduce the blood supply to the septal cartilage and increase the risk of a hole forming in the septum.,"Septal cartilage depends on its overlying mucoperichondrial blood supply. Chemical injury on directly opposing sides of the septum can produce local ischaemia, impaired healing, and septal perforation. Cautery is therefore applied carefully, often in a controlled “rose-petal” pattern around the vessel rather than indiscriminately across both septal surfaces.",Practical Procedures in ENT > Nasal Cautery > Technique and cautions,[76],Figure 76: Cautery Applied in a ‘Rose Petal’ Pattern to to fully deal with the efferent and afferent tributary vessels.
Practical Procedures in ENT,Anterior Nasal Packing,Why would my nose need packing if cautery was already tried?,Packing may be used when the bleeding point cannot be found or when cautery does not control the bleeding. The pack applies pressure and helps stabilise clot formation inside the nose.,"Anterior nasal packing is used when an anterior bleeding source is not visible, cannot be safely cauterised, or remains uncontrolled after cautery. Packs such as Merocel or Rapid Rhino support clot formation and apply pressure between the septum and inferior turbinate, thereby tamponading bleeding vessels.",Practical Procedures in ENT > Anterior Nasal Packing,[77],Figure 77: Nasal Packing with Rapid Rhino nasal pack. It should be inserted along the floor of the hard-palate (direction of arrow) and NOT upwards.
Practical Procedures in ENT,Anterior Nasal Packing,Why does the nurse or doctor insert the nasal pack straight back rather than upwards?,"The pack should follow the floor of the nose, not point upward toward the skull base. This follows the normal nasal passage and reduces the risk of trauma.","Safe nasal pack insertion follows the nasal floor along the hard palate, aiming between the septum and inferior turbinate. Upward insertion is anatomically incorrect and may injure nasal structures. Septal deviation or anatomical variation can make insertion difficult, so forceful placement should be avoided.",Practical Procedures in ENT > Anterior Nasal Packing > Technique,[77],Figure 77: Nasal Packing with Rapid Rhino nasal pack. It should be inserted along the floor of the hard-palate (direction of arrow) and NOT upwards.
Practical Procedures in ENT,Anterior Nasal Packing,Why do I need pain relief and observation after a nasal pack is inserted?,"Nasal packing can be uncomfortable and bleeding can continue behind the pack. Pain relief, reassessment, and sometimes admission are used to ensure the bleeding is controlled and that you remain stable.","Nasal packs can cause significant pressure discomfort and require adequate analgesia. After insertion, the patient should be reassessed to confirm bleeding control, including checking the posterior pharyngeal wall for ongoing posterior bleeding. Continued resuscitation, correction of clotting problems, and hospital admission may be required depending on severity and comorbidity.",Practical Procedures in ENT > Anterior Nasal Packing > Aftercare and reassessment,[77],Figure 77: Nasal Packing with Rapid Rhino nasal pack. It should be inserted along the floor of the hard-palate (direction of arrow) and NOT upwards.
Practical Procedures in ENT,Nasendoscopy,Why would an ENT doctor pass a small camera through my nose?,"Nasendoscopy allows the clinician to inspect areas that cannot be seen well with a simple torch or speculum, including the nasal cavity, post-nasal space, throat, voice box, and upper swallowing area.","Flexible nasendoscopy uses a fibreoptic endoscope to examine the nose, postnasal space, pharynx, and larynx. It is useful for assessing nasal and sinus pathology, voice symptoms, swallowing problems, airway concerns, and anatomical areas such as the Eustachian tube orifice, fossa of Rosenmüller, tongue base, epiglottis, pyriform fossae, and vocal folds.",Practical Procedures in ENT > Nasendoscopy > Description and indications,"[78,79]",Figure 78: Flexible nasendoscopy. || Figure 79: Flexible nasendoscopy schematic.
Practical Procedures in ENT,Nasendoscopy,Will I always need numbing spray before a nose camera test?,"Not always. Many patients tolerate flexible nasendoscopy without anaesthetic spray, but local anaesthetic and decongestant spray may be used if needed.","Flexible nasendoscopy is commonly performed in the outpatient setting and is often tolerated without topical anaesthesia. When required, local anaesthetic and decongestant spray can improve comfort and nasal patency. The patient is usually seated upright with slight head flexion while the lubricated endoscope is gently advanced.",Practical Procedures in ENT > Nasendoscopy > Preparation,"[78,79]",Figure 78: Flexible nasendoscopy. || Figure 79: Flexible nasendoscopy schematic.
Practical Procedures in ENT,Nasendoscopy,Why was I told not to eat or drink for a while after the camera test?,"If your nose or throat was sprayed with local anaesthetic, swallowing sensation may be temporarily reduced. Avoiding food and drink for about 30 minutes helps reduce choking risk.","Topical anaesthetic spray can temporarily blunt sensation in the upper aerodigestive tract. After nasendoscopy involving local anaesthesia to the nose and throat, short-term avoidance of food and drink reduces the chance of swallowing before protective sensation has fully returned.",Practical Procedures in ENT > Nasendoscopy > Post-procedure advice,"[78,79]",Figure 78: Flexible nasendoscopy. || Figure 79: Flexible nasendoscopy schematic.
Practical Procedures in ENT,Oto-Microscopy and Foreign Body Removal,Why does ENT sometimes use a microscope instead of a normal ear scope?,"A microscope gives a brighter, magnified, two-handed view of the ear. This is useful for impacted wax, ear infections, delicate examination, or removal of a foreign body.","Oto-microscopy provides high-magnification examination of the external auditory canal and tympanic membrane. Because it requires specific equipment and careful positioning, it is usually performed by the ENT team. It is useful for detailed ear examination, wax clearance, treatment of infection, and controlled foreign-body removal.",Practical Procedures in ENT > Oto-Microscopy and Foreign Body Removal > Description and indications,,
Practical Procedures in ENT,Oto-Microscopy and Foreign Body Removal,Why does the doctor say the first attempt to remove something from a child’s ear is very important?,"The first attempt is often the best chance because repeated attempts can make the child distressed and push the object deeper or injure the canal. If safe removal is unlikely, a general anaesthetic may be needed.","Foreign-body retrieval requires cooperation, stable positioning, clear visualisation, and the correct instrument. In children, failed repeated attempts increase distress, movement, canal trauma, and procedural failure. If the object is difficult, the patient is uncooperative, or safe access is poor, removal under general anaesthetic may be safer.",Practical Procedures in ENT > Oto-Microscopy and Foreign Body Removal > Foreign body retrieval,,
Practical Procedures in ENT,Oto-Microscopy and Foreign Body Removal,"Why are different tools used for cotton wool, beads, wax, or insects in the ear?","Different objects behave differently. Soft material can often be grasped, hard round objects may need a hook or probe, wax may need suction or a wax hook, and a live insect is usually killed first with oil.",Instrument choice depends on the material and geometry of the obstruction. Soft foreign bodies such as cotton wool may be grasped with crocodile forceps. Hard objects such as beads are better engaged from behind using a wax hook or Jobson-Horne probe. Live insects should first be drowned in olive oil to stop movement and reduce patient discomfort.,Practical Procedures in ENT > Oto-Microscopy and Foreign Body Removal > Instrument selection,,
ENT Investigations,Pure Tone Audiometry,What actually happens during a proper hearing test?,"A pure tone audiometry test checks the quietest sounds you can hear in each ear at different pitches. You usually wear headphones for air-conduction testing, and a small vibrator may be placed behind the ear to test bone conduction.","Pure tone audiometry is a subjective hearing-threshold test across selected frequencies. Air conduction assesses the whole sound pathway through the ear canal, eardrum, middle ear, cochlea, and auditory nerve, while bone conduction bypasses the outer and middle ear and stimulates the cochlea more directly. Comparing both pathways helps separate conductive from sensorineural patterns of hearing loss.",ENT Investigations > Pure Tone Audiometry,"[80,81]",Figure 80: An audiogram. || Figure 81: An audiogram showing normal hearing in the right ear.
ENT Investigations,Pure Tone Audiometry,Why does the hearing test need to be done in a quiet room?,The test needs a controlled sound environment so that background noise does not affect the result. A soundproof room helps ensure the recorded threshold reflects your hearing rather than the room noise.,"Hearing-threshold measurement is sensitive to environmental noise and patient cueing. A soundproof room reduces external acoustic interference, while preventing the patient from seeing the audiometer or tester controls reduces bias. Reliable threshold measurement depends on presenting calibrated pure tones and recording the softest detectable sound at each frequency.",ENT Investigations > Pure Tone Audiometry > Technique,"[80,81]",Figure 80: An audiogram. || Figure 81: An audiogram showing normal hearing in the right ear.
ENT Investigations,Pure Tone Audiometry,"What do mild, moderate, severe, and profound hearing loss mean on a hearing test?","These terms describe how loud sounds need to be before you can hear them. Normal hearing is around 20 dB or better, while higher thresholds indicate increasing degrees of hearing loss.","Hearing level is reported on the decibel scale. Normal hearing is defined as 20 dB or better. Mild hearing loss is 21–40 dB, moderate hearing loss is 41–70 dB, severe hearing loss is 71–90 dB, and profound hearing loss is worse than 90 dB. These categories help communicate functional hearing impact and guide management.",ENT Investigations > Pure Tone Audiometry > Interpretation,"[80,81]",Figure 80: An audiogram. || Figure 81: An audiogram showing normal hearing in the right ear.
ENT Investigations,Pure Tone Audiometry,Why does the audiologist sometimes put noise into the other ear during my hearing test?,"This is called masking. It stops the non-test ear from picking up the sound meant for the ear being tested, which makes the result more accurate.","Cross-hearing can occur when sound, especially through bone conduction, reaches the opposite cochlea. Masking introduces controlled noise into the non-test ear so that it cannot respond to sound intended for the test ear. This improves accuracy when measuring unilateral or asymmetric hearing thresholds.",ENT Investigations > Pure Tone Audiometry > Masking,"[80,81]",Figure 80: An audiogram. || Figure 81: An audiogram showing normal hearing in the right ear.
ENT Investigations,Audiogram Case Study 1,My child keeps turning the TV up and seems to mishear us. Could this be more than just ignoring us?,"Yes. Children with hearing loss may seem inattentive, loud, or delayed in speech. One common cause is glue ear, where fluid behind the eardrum causes conductive hearing loss.","Conductive hearing loss in a child may present behaviourally rather than as a clear complaint. Mishearing, failed school hearing screens, speech delay, loud speech, and high television volume can reflect reduced sound transmission through the middle ear. Otitis media with effusion is a common paediatric cause, especially around the age peaks of two and five years.",ENT Investigations > Pure Tone Audiometry > Audiogram Case Study 1,[82],Figure 82: This audiogram shows left conductive hearing loss. The most common cause in a child would be otitis media with effusion commonly referred to as “glue ear”. This condition has a bimodal distribution peaking at 2years of age and then again at 5 years of age.
ENT Investigations,Audiogram Case Study 2,"My family says I am not hearing them, but I do not have ear pain or dizziness. Could this just be age?","It may be age-related hearing loss, especially if it is gradual, affects both ears, and occurs after 60. A hearing test can confirm the pattern and guide whether hearing aids or other support may help.","Presbyacusis is typically a bilateral, progressive, symmetrical sensorineural hearing loss in older adults without another clear otological cause. Patients may notice tinnitus, lip-reading, difficulty following conversation, or family complaints before recognising the hearing loss themselves. Audiometry helps confirm the sensorineural pattern and severity.",ENT Investigations > Pure Tone Audiometry > Audiogram Case Study 2,[83],"Figure 83: This audiogram shows right sensorineural hearing loss. Bilateral, progressive symmetrical sensorineural hearing loss with no history of noise exposure in a patient over 60 is typically due to presbyacusis, otherwise known as age-related hearing loss."
ENT Investigations,Tympanometry,"What is tympanometry, and how is it different from a normal hearing test?",Tympanometry does not directly measure how well you hear. It measures how well the eardrum and middle-ear system move when air pressure changes in the ear canal.,"Tympanometry assesses middle-ear compliance by varying external ear canal pressure and measuring how much sound is absorbed or reflected. Sound transmission is most efficient when ear canal pressure and middle-ear pressure match. The result gives information about middle-ear mobility, pressure, fluid, perforation, or stiffness rather than pure hearing threshold alone.",ENT Investigations > Tympanometry > Description and Technique,[84],"Figure 84: Tympanogram describes Type A (green), Type B (red), Type C (orange) patterns (Courtesy of Elf-ENT)."
ENT Investigations,Tympanometry,What does a flat tympanogram mean?,"A flat, or Type B, tympanogram commonly suggests fluid behind the eardrum. It can also be seen with an eardrum perforation, but the ear canal volume helps distinguish this.","A Type B tympanogram has a flat or very low peak, indicating poor tympanic membrane and middle-ear compliance. Middle-ear effusion is a typical cause. If there is tympanic membrane perforation, the trace may also be flat, but the measured ear canal volume is usually increased because the probe measures the canal plus middle-ear space.",ENT Investigations > Tympanometry > Type B Interpretation,[84],"Figure 84: Tympanogram describes Type A (green), Type B (red), Type C (orange) patterns (Courtesy of Elf-ENT)."
ENT Investigations,Tympanometry,What does it mean if my tympanometry shows negative pressure?,"Negative middle-ear pressure, often shown as a Type C tympanogram, suggests Eustachian tube dysfunction. This means the middle ear is not equalising pressure normally.","A Type C tympanogram reflects reduced middle-ear pressure, usually from Eustachian tube dysfunction. The Eustachian tube normally ventilates the middle ear and equalises pressure with the nasopharynx. When this function is impaired, the tympanic membrane may retract and middle-ear pressure becomes negative.",ENT Investigations > Tympanometry > Type C Interpretation,[84],"Figure 84: Tympanogram describes Type A (green), Type B (red), Type C (orange) patterns (Courtesy of Elf-ENT)."
ENT Investigations,Hearing Tests in Children,How can doctors test a baby’s hearing if the baby cannot answer questions?,"Babies can be tested using objective or behaviour-based methods. Otoacoustic emissions can check cochlear function, while other tests observe whether the baby changes behaviour or turns toward a sound.","Paediatric hearing assessment depends on developmental age. Otoacoustic emissions detect outer hair cell responses in the ear canal and are used in newborn screening. Behavioural techniques observe changes in activity in young babies, while distraction techniques from around 6–18 months look for a head-turn response to sound presented from behind or from either side.","ENT Investigations > Hearing Tests in Children > Otoacoustic Emissions, Behavioural Techniques, Distraction Techniques",,
ENT Operations,Grommet Insertion,"What is a grommet, and why would my child need one?","A grommet is a small ventilation tube placed in the eardrum to help air enter the middle ear. It may be recommended for persistent glue ear, recurrent middle-ear infections, or eardrum retraction caused by poor Eustachian tube function.","Middle-ear ventilation depends on the Eustachian tube equalising pressure between the middle ear and nasopharynx. When ventilation is poor, fluid may persist behind the eardrum, infections may recur, or the tympanic membrane may retract. A grommet bypasses this impaired ventilation route by creating a temporary controlled opening through the tympanic membrane.",ENT Operations > Grommet Insertion > Description and indications,[85],Figure 85: Grommet in situ.
ENT Operations,Grommet Insertion,Why was I told my child’s ears should stay dry after grommets?,Water precautions are often advised shortly after surgery to reduce irritation or infection while the ear settles. Follow-up hearing testing is usually arranged after several weeks.,"After grommet insertion, short-term water precautions help reduce the risk of contamination through the newly placed tube. The procedure is typically day-case, with audiological follow-up around 6-12 weeks. The grommet commonly self-extrudes after 6-12 months, and most tympanic membranes heal after extrusion.",ENT Operations > Grommet Insertion > Peri-operative care,[85],Figure 85: Grommet in situ.
ENT Operations,Grommet Insertion,What problems can happen after grommet insertion?,"Possible complications include ear discharge from infection, scarring of the eardrum, and a small risk of persistent eardrum perforation. Your ENT team will explain these before the procedure.","Consent for grommet insertion includes otorrhoea from infection, tympanosclerosis as scarring of the tympanic membrane, and persistent tympanic membrane perforation. These risks are balanced against the benefit of improving middle-ear ventilation, hearing, recurrent infection burden, or retraction-related disease.",ENT Operations > Grommet Insertion > Complications and consent,[85],Figure 85: Grommet in situ.
ENT Operations,Middle Ear and Mastoid Surgery,Why would someone need surgery to repair a hole in the eardrum?,"A myringoplasty repairs a perforated eardrum. It may help reduce recurrent infections, waterproof the ear, and sometimes improve hearing depending on the condition of the middle ear.","Myringoplasty, also called Type I tympanoplasty, repairs a tympanic membrane perforation. The operation restores the barrier between the external ear canal and middle ear. Hearing benefit depends on the remaining middle-ear structures and whether there is coexisting middle-ear disease requiring additional reconstruction or mastoid surgery.",ENT Operations > Middle Ear and Mastoid Surgery > Myringoplasty,,
ENT Operations,Middle Ear and Mastoid Surgery,What is the difference between canal wall up and canal wall down mastoid surgery?,"Canal wall up surgery preserves the back wall of the ear canal. Canal wall down surgery removes it, often for cholesteatoma, to allow better disease clearance and access.","Mastoidectomy may be classified by whether the posterior external auditory canal wall is preserved. Canal wall up surgery, also called combined approach tympanoplasty, uses mastoid and ear-canal access while leaving the canal wall intact. Canal wall down surgery, or modified radical mastoidectomy, removes the posterior canal wall and is commonly used for cholesteatoma.",ENT Operations > Middle Ear and Mastoid Surgery > Mastoidectomy,,
ENT Operations,Middle Ear and Mastoid Surgery,What risks should I know about before mastoid or middle-ear surgery?,"Risks include bleeding, infection, hearing loss, dizziness, tinnitus, taste disturbance, facial weakness, cerebrospinal fluid leak, and recurrence of disease.","Middle-ear and mastoid surgery occurs close to delicate hearing, balance, nerve, and skull-base structures. Consent therefore includes risks to hearing, balance, taste through the chorda tympani nerve, facial nerve function, and possible cerebrospinal fluid leakage. Disease recurrence is also relevant, especially when surgery is performed for cholesteatoma.",ENT Operations > Middle Ear and Mastoid Surgery > Complications and consent,,
ENT Operations,Tonsillectomy,When is tonsil removal considered?,"Tonsillectomy may be considered for recurrent tonsillitis, quinsy, obstructive sleep apnoea, or suspected malignancy. The decision depends on the indication, severity, and individual risk factors.","Tonsillectomy removes the palatine tonsils to address recurrent infection, peritonsillar abscess, obstructive airway symptoms, or concern for malignancy. The indication determines urgency and context; most procedures are elective, although acute surgery may be considered for quinsy that does not respond to aspiration.",ENT Operations > Tonsillectomy > Indications,,
ENT Operations,Tonsillectomy,Why do doctors warn so strongly about bleeding after tonsillectomy?,"Bleeding can occur early within the first 24 hours or later, often around days 4-7. Any significant bleeding after tonsillectomy should be treated urgently.","Post-tonsillectomy haemorrhage is divided into primary bleeding within the first 24 hours and secondary bleeding, commonly around days 4-7. Because the tonsillar fossae lie in the upper airway and swallowed blood can obscure severity, bleeding after tonsillectomy is a major consent issue and requires urgent reassessment.",ENT Operations > Tonsillectomy > Consent and complications,,
ENT Operations,Tonsillectomy,Why are patients encouraged to eat normally after tonsil surgery?,"Eating and drinking help keep the throat moving, support recovery, and reduce crusting. Regular pain relief is important so swallowing remains possible.","Peri-operative care after tonsillectomy emphasises regular analgesia, early return to a normal diet, and a recovery period of around two weeks. Maintaining oral intake supports hydration and throat function, while inadequate analgesia can reduce swallowing and contribute to poor recovery.",ENT Operations > Tonsillectomy > Peri-operative care,,
ENT Operations,Adenoidectomy,"What are adenoids, and why would they be removed?","Adenoids are lymphoid tissue at the back of the nose. They may be removed when they contribute to nasal obstruction, obstructive sleep apnoea, or recurrent middle-ear infections.","Adenoid tissue sits in the post-nasal space near the Eustachian tube openings. Enlargement can obstruct nasal airflow and contribute to sleep-disordered breathing. It may also affect Eustachian tube function and middle-ear ventilation, thereby contributing to recurrent otitis media or persistent middle-ear disease.",ENT Operations > Adenoidectomy > Indications,,
ENT Operations,Adenoidectomy,Why is adenoid surgery risky in children with cleft palate or hypernasal speech?,The adenoids may help the soft palate close properly during speech and swallowing. Removing them can worsen velopharyngeal insufficiency in susceptible children.,"In patients with cleft palate, submucosal cleft, or existing velopharyngeal insufficiency, the adenoid pad may assist closure between the nasopharynx and oropharynx. Adenoidectomy can reduce this compensatory contact, causing or worsening hypernasal speech and nasal regurgitation.",ENT Operations > Adenoidectomy > Contraindications and cautions,,
ENT Operations,Functional Endoscopic Sinus Surgery,Why would sinus surgery be offered if I already used sprays and antibiotics?,"Functional endoscopic sinus surgery may be considered when sinusitis or nasal polyps do not improve with medical treatment, or when complications or specific lesions need drainage or access.","Functional endoscopic sinus surgery is used for acute or chronic sinusitis not relieved by medical management, nasal polyposis, orbital complications of sinusitis, drainage of mucocoele or pyocoele, endonasal tumours, and access to the skull base. Its functional aim is to restore natural sinus drainage pathways by treating disease around the osteomeatal complex.",ENT Operations > Functional Endoscopic Sinus Surgery > Indications,,
ENT Operations,Functional Endoscopic Sinus Surgery,Why do I need a CT scan before sinus surgery?,"CT imaging helps the surgeon understand your sinus anatomy, disease extent, and nearby structures such as the eye socket and skull base. This supports safer operative planning.","Pre-operative planning for FESS commonly includes nasal endoscopy and CT, with MRI added in selected cases. Imaging defines sinus anatomy, disease distribution, and proximity to the orbit, skull base, nasolacrimal duct, and frontal or sphenoid recesses. This is important because endoscopic sinus surgery works in anatomically narrow spaces near critical structures.",ENT Operations > Functional Endoscopic Sinus Surgery > Pre-operative planning,,
ENT Operations,Functional Endoscopic Sinus Surgery,What are the serious risks of sinus surgery?,"Serious risks are uncommon but include bleeding, infection, injury to the tear duct, dental-area numbness, eye injury including double vision or blindness, cerebrospinal fluid leak, and recurrence of disease.","FESS consent must address local and adjacent-structure risks because the paranasal sinuses lie next to the orbit, skull base, nasolacrimal duct, and upper dentition. Bleeding may require nasal packing, while orbital injury or cerebrospinal fluid leak are rare but serious complications requiring prompt recognition and management.",ENT Operations > Functional Endoscopic Sinus Surgery > Consent and complications,,
